Siret;UAI validée;Raison sociale;Enseigne;numero_declaration_activite;etat_administratif;Nature;Adresse;Académie;Région;Qualiopi;Réseaux;Réseaux à jour;Nombre de relations;Nombre de lieux de formation;Date d'import;UAI probable;UAI potentielle 1;
18640002400185;0641918M;CHAMBRE COMMERCE & INDUSTRIE PAU BEARN;CNPC-CFA;7264P000564;actif;responsable_formateur;2 AV DU STADE D'EAUX VIVES 64320 BIZANOS;Bordeaux;Nouvelle-Aquitaine;Oui;cci;cci;6;3;17/12/2021;0641918M;0640096G;
18974211700154;9741571P;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE LA REUNION;CCI REUNION-POLE FORMATION CAMPUS PRO;98970017797;actif;responsable_formateur;65 Rue du Père Lafosse 97410 Saint-Pierre;La Réunion;La Réunion;Oui;;cci;6;1;17/12/2021;9741571P;9741571P;
18974211700071;9741242G;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE LA REUNION;CCI REUNION-POLE FORMATION CIRFIM;98970017797;actif;responsable_formateur;31 Avenue Raymond Mondon 97420 Le Port;La Réunion;La Réunion;Oui;;cci;6;2;17/12/2021;9741242G;0756072T;
18130002100225;0133527N;CHAMBRE DE COMMERCE ET D'INDUSTRIE METROPOLITAINE AIX-MARSEILLE-PROVENCE;GROUPE ECOLE PRATIQUE;9313P001013;actif;formateur;Rue saint sebastien 13006 Marseille;Aix-Marseille;Provence-Alpes-Côte d'Azur;Oui;;cci;5;1;17/12/2021;0131404F;0131404F;
13001727000591;0952187L;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;INHAC;11753201275;actif;inconnue;17 Boulevard Pasteur 95210 Saint-Gratien;Versailles;Île-de-France;Oui;;cci;27;;17/12/2021;0952187L;0952187L;
13001457400078;7200680B;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE CORSE;CCI FORMATION CORSICA;94202111120;actif;responsable_formateur;726 Strada Vecchia 20290 Borgo;Corse;Corse;Oui;;cci;1;2;17/12/2021;7200680B;6200723S;
18130002100167;;CHAMBRE DE COMMERCE ET D'INDUSTRIE METROPOLITAINE AIX-MARSEILLE-PROVENCE;EUROMED MARSEILLE  ECOLE DE MANAGEMENT;9313P001013;actif;inconnue;Rue Antoine Bourdelle 95300 Pontoise;Versailles;Île-de-France;Oui;;cci;3;;17/12/2021;0130239P;0130239P;
47991356800024;0820858M;CCI FORMATION 82;;73820050682;actif;formateur;61 Avenue Leon Gambetta 82000 Montauban;Toulouse;Occitanie;Oui;;cci;1;1;17/12/2021;0820858M;0342318K;
39301114300020;0101035W;ASSOC FORMATION PROFESSION PHARMACIE;;;actif;inconnue;10quater Rue des Bas Trevois 10000 Troyes;Reims;Grand Est;Non;;;;;17/12/2021;0101035W;0101035W;
88931074400046;0781809T;ESIEE IT - CCI PARIS ILE DE FRANCE;;;actif;formateur;7 Avenue des 3 Peuples 78180 Montigny-le-Bretonneux;Versailles;Île-de-France;Non;;cci;3;1;17/12/2021;0781809T;0781809T;
18770918300201;0772818V;CHAMBRE DE COMMERCE ET D'INDUSTRIE;CFA UTEC PROVINS;1177P000677;actif;formateur;Rue André François Poncet 77160 Provins;Créteil;Île-de-France;Oui;;cci;5;1;17/12/2021;0772818V;0772742M;
18770918300169;0771914M;CHAMBRE DE COMMERCE ET D'INDUSTRIE;CFA UTEC AVON;1177P000677;actif;formateur;1 Rue du Port de Valvins 77210 Avon;Créteil;Île-de-France;Oui;;cci;5;1;17/12/2021;0771914M;0771914M;
50923283100024;0100715Y;ALMEA FORMATIONS INTERPRO;ALMEA FORMATIONS INTERPRO;21510170351;actif;responsable_formateur;9 Rue Robert Keller 10150 Pont-Sainte-Marie;Reims;Grand Est;Oui;cci|cma;cci|cma;3;2;17/12/2021;0100715Y;0100715Y;
88931074400020;0951798N;ESIEE IT - CCI PARIS ILE DE FRANCE;;11950689995;actif;formateur;8 Rue Pierre de Coubertin 95300 Pontoise;Versailles;Île-de-France;Non;;cci;3;1;17/12/2021;0951798N;0754855V;
18770918300086;0772320D;CHAMBRE DE COMMERCE ET D'INDUSTRIE;CFA UTEC EMERAINVILLE;1177P000677;actif;responsable_formateur;Boulevard Olof Palme 77184 Émerainville;Créteil;Île-de-France;Oui;;cci;5;2;17/12/2021;0772742M;0772320D;
88944585400066;0752325V;ECOLE SUPERIEURE DES METIERS DE LA VILLE DE DEMAIN-CCI PARIS ILE-DE-FRANCE EDUCATION;;;actif;formateur;247 Avenue Gambetta 75020 Paris;Paris;Île-de-France;Non;;cci;5;1;17/12/2021;0752325V;0752325V;
18743001200067;0741673S;CHAMBRE COMMERCE & INDUSTRIE HTE SAVOIE;;8274P076974;actif;responsable_formateur;5 Rue du 27 eme bca 74000 Annecy;Grenoble;Auvergne-Rhône-Alpes;Oui;;cci;2;4;17/12/2021;0741673S;0741621K;
50923283100057;0080842X;ALMEA FORMATIONS INTERPRO;ALMEA FORMATIONS INTERPRO;21510170351;actif;responsable_formateur;129 Avenue Charles de Gaulle 08000 Charleville-Mézières;Reims;Grand Est;Oui;cci|cma;cci|cma;3;2;17/12/2021;0080842X;0080842X;
13002267600030;0673028C;CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE ALSACE EUROMETROPOLE;CCI CAMPUS ALSACE;44670587467;actif;responsable_formateur;234 Avenue de Colmar 67100 Strasbourg;Strasbourg;Grand Est;Oui;cci;cci;4;4;17/12/2021;0673028C;0190721F;
19671696300034;0671696E;LYCEE DES METIERS ECONOMIQUE;;;actif;inconnue;6 Avenue Schweisguth 67600 Sélestat;Strasbourg;Grand Est;Non;;;1;;17/12/2021;0672051R;0671696E;
13000772700014;0632047H;CHAMBRE DE COMMERCE ET D'INDUSTRIE PUY-DE-DOME CLERMONT AUVERGNE METROPOLE;;83630419163;actif;inconnue;148 boulevard Lavoisier 63000 Clermont-Ferrand;Clermont-Ferrand;Auvergne-Rhône-Alpes;Oui;;cci;1;;17/12/2021;0632047H;0632047H;
81234979300016;0630109B;GROUPE ESC CLERMONT - AUVERGNE;;83630461763;actif;formateur;4 boulevard Trudaine 63000 Clermont-Ferrand;Clermont-Ferrand;Auvergne-Rhône-Alpes;Non;;cci;1;3;17/12/2021;0630109B;0630109B;
84172358800015;0511952V;ETABLISSEMENT D'ENSEIGNEMENT SUPERIEUR CONSULAIRE IN&MA;IN&MA;44510195351;fermé;inconnue;7 Rue du Parlement 51000 Châlons-en-Champagne;Reims;Grand Est;Oui;;cci;1;;17/12/2021;0511952V;0312755B;
13000460900017;0490985E;CHAMBRE DE COMMERCE D INDUSTRIE DE MAINE LOIRE;;52490236949;actif;responsable_formateur;8 Boulevard du Roi René 49100 Angers;Nantes;Pays de la Loire;Oui;cci;cci;7;1;17/12/2021;0490985E;0490075R;
42417546100021;0442275J;GIPAFOC;;52440404744;actif;responsable_formateur;3 Boulevard Bâtonnier Cholet 44100 Nantes;Nantes;Pays de la Loire;Oui;;cci;3;5;17/12/2021;0442275J;0370811F;
83474886500013;0440112H;AUDENCIA;AUDENCIA;52440822844;actif;responsable_formateur;8 Route de la Jonelière 44300 Nantes;Nantes;Pays de la Loire;Oui;;cci;2;4;17/12/2021;0440112H;0440112H;
45235951600021;0912267V;FACULTE DES METIERS DE L ESSONNE;;11910566091;actif;responsable_formateur;3 Chemin de la Grange Feu Louis 91000 Évry-Courcouronnes;Versailles;Île-de-France;Oui;;cci;2;2;17/12/2021;0912267V;0911826R;
18360001400074;0411088K;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE L'INDRE;CENTRE DE FORMATION-CFSA CAMPUS CENTRE;2436P000136;actif;formateur;6 Rue Anne de Bretagne 41000 Blois;Orléans-Tours;Centre-Val de Loire;Oui;cci;cci;7;3;17/12/2021;0411088K;0360777Z;
89079142900123;0341692E;PURPLE CAMPUS;;76341086134;actif;formateur;2300 Avenue des Moulins 34080 Montpellier;Montpellier;Occitanie;Oui;;cci;17;2;17/12/2021;0341692E;0341692E;
41048151900016;0331719P;INST LIBOURNAIS FORMATION APPRENTISSAGE;;;actif;inconnue;7bis Rue Max Linder 33500 Libourne;Bordeaux;Nouvelle-Aquitaine;Non;;;1;;17/12/2021;0331719P;0331719P;
89079142900131;0301645A;PURPLE CAMPUS;;76341086134;actif;formateur;270 Quai des Près Rasclaux 30100 Alès;Montpellier;Occitanie;Oui;;cci;16;1;17/12/2021;0301645A;0301645A;
89079142900040;0301286K;PURPLE CAMPUS;;76341086134;actif;formateur;90 Allée Jacques Cartier 30320 Marguerittes;Montpellier;Occitanie;Oui;;cci;18;2;17/12/2021;0301286K;0301286K;
18263001200041;0261431P;CHAMBRE COMMERCE INDUSTRIE DE LA DROME;SERVICE ENSEIGNEMENT;8226P000126;actif;responsable_formateur;74 Rue Barthélémy de Laffemas 26000 Valence;Grenoble;Auvergne-Rhône-Alpes;Oui;;cci;3;2;17/12/2021;0261253W;0261253W;
18263001200173;0261339P;CHAMBRE COMMERCE INDUSTRIE DE LA DROME;CTRE FORMATION PROFESSIOFORESTIERE;8226P000126;actif;responsable_formateur;Chemin du Mas 26780 Châteauneuf-du-Rhône;Grenoble;Auvergne-Rhône-Alpes;Oui;;cci;2;1;17/12/2021;0261339P;0261253W;
18040001200019;0040548Z;CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE ALPES-DE-HAUTE-PROVENCE;;9304P000204;actif;responsable_formateur;60 boulevard gassendi 04000 Digne-les-Bains;Aix-Marseille;Provence-Alpes-Côte d'Azur;Oui;;cci;3;;17/12/2021;0040548Z;0040161D;
13001310500056;0212237T;CHAMBRE DE COMMERCE ET D'INDUSTRIE COTE-D'OR DIJON METROPOLE;CCI FORMATION;2621P001221;actif;formateur;Place Jean Bouhey 21000 Dijon;Dijon;Bourgogne-Franche-Comté;Non;;cci;1;2;17/12/2021;0212237T;0212197Z;
13002286600011;0031130M;CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE DE L'ALLIER;CCIT DE L'ALLIER - DELEGATION MOULINS;84030359803;actif;responsable_formateur;17 Cours Jean Jaurés 03000 Moulins;Clermont-Ferrand;Auvergne-Rhône-Alpes;Oui;;cci;2;2;17/12/2021;0031130M;0031024X;
89079142900081;0111044A;PURPLE CAMPUS;;76341086134;actif;formateur;67 Avenue de Croix Sud 11100 Narbonne;Montpellier;Occitanie;Oui;;cci;16;2;17/12/2021;0111044A;0111044A;
89079142900073;0110680E;PURPLE CAMPUS;;76341086134;actif;formateur;Avenue Georges Guille 11000 Carcassonne;Montpellier;Occitanie;Oui;;cci;17;2;17/12/2021;0110680E;0110680E;
18974211700097;9740983A;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE LA REUNION;CCI REUNION-POLE FORMATION NORD;98970017797;actif;responsable_formateur;12 Rue Gabriel de Kerveguen 97490 Saint-Denis;La Réunion;La Réunion;Oui;;cci;6;3;17/12/2021;9740983A;0142438Z;
78128367600018;0171438W;CIPECMA;;54170000117;actif;responsable_formateur;17 Avenue du Général de Gaulle 17340 Châtelaillon-Plage;Poitiers;Nouvelle-Aquitaine;Oui;cci;cci;;4;17/12/2021;0171438W;0171209X;
13002271800279;0021502X;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION HAUTS-DE-FRANCE;CCIL AISNE CFA LAON;32590928359;actif;formateur;Rue des Minimes 02000 Laon;Amiens;Hauts-de-France;Oui;;cci;14;2;17/12/2021;0021502X;0021502X;
13002282500124;0301829A;;;;;;;;;;;cci;;;;;;
13002282500207;0301755V;;;;;;;;;;;cci;;;;;;
19510067200029;0511951U;;;;;;;;;;;cci;;;;;;
19753472000077;0510083N;;;;;;;;;;;cci;;;;;;
19753472000101;0573513J;;;;;;;;;;;cci;;;;;;
88102752800028;0711648F;;;;;;;;;;;cci;;;;;;
18890911300014;0891309P;;;;;;;;;;;cci;;;;;;
13002245200069;0161131T;;;;;;;;;;;cci;;;;;;
13002245200051;0161159Y;;;;;;;;;;;cci;;;;;;
81743928200010;0401072Y;;;;;;;;;;;cci;;;;;;
90078690600017;0595953A;;;;;;;;;;;cci;;;;;;
13002172800212;0501877U;;;;;;;;;;;cci;;;;;;
18820001800037;0820822Y;;;;;;;;;;;cci;;;;;;
91474519500018;;MILAN;CAPEVO;84010255201;actif;inconnue;256 Route d'Evron 01100 Martignat;Lyon;Auvergne-Rhône-Alpes;Oui;cci;;;;21/11/2022;;;
18640002400219;0443003A;CHAMBRE COMMERCE & INDUSTRIE PAU BEARN;CNPC;7264P000564;actif;formateur;22 Rue de la Rainière 44300 Nantes;Nantes;Pays de la Loire;Oui;cci;cci;6;1;15/10/2022;;;
44492238900036;;ADEN FORMATIONS ORGANISATION;;25140183914;actif;formateur;100 Avenue Guillaume le Conquérant 14100 Lisieux;Normandie;Normandie;Oui;cci;cci;6;1;21/03/2022;;;
82355272400010;;HISTYA;;84420295042;actif;responsable_formateur;Parc Metrotech 42650 Saint-Jean-Bonnefonds;Lyon;Auvergne-Rhône-Alpes;Non;cci;;1;1;25/01/2022;;;
78071407700069;0142321X;ADEN FORMATIONS ENTREPRISE;;25140000714;actif;formateur;Rue Professeur Joseph Rousselot 14000 Caen;Normandie;Normandie;Non;cci;cci;;;25/01/2022;;;
51176260100017;;CIPECMA FORMATION COLLECTIVITES;;54170132917;actif;inconnue;17 Avenue du Général de Gaulle 17340 Châtelaillon-Plage;Poitiers;Nouvelle-Aquitaine;Oui;cci;cci;;;25/01/2022;;;
34806572300044;0754292H;INSTITUT SUPERIEUR D'OPTIQUE DE PARIS;ISO;11753179275;actif;responsable_formateur;33 Rue Wurtz 75013 Paris;Paris;Île-de-France;Oui;cci;;;1;17/12/2021;;;
30386072000018;0261036K;ASS DROME ARDECHE FORMATION PROFESSION;;82260002626;actif;responsable_formateur;Rue de la sabliere 26250 Livron-sur-Drôme;Grenoble;Auvergne-Rhône-Alpes;Oui;cci|cma;cma;;1;17/12/2021;;;
38134879600024;0693452C;IFIR ARL (AIN-RHONE-LOIRE);;82690331669;actif;responsable_formateur;66 Avenue Jean Mermoz 69008 Lyon;Lyon;Auvergne-Rhône-Alpes;Oui;cci;cci;48;20;17/12/2021;;;
18360001400082;0451770E;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE L'INDRE;CENTRE DE FORMATION - CFSA CAMPUS CENTRE;2436P000136;actif;inconnue;9 Rue du 11 Novembre 45000 Orléans;Orléans-Tours;Centre-Val de Loire;Oui;cci;cci;6;;17/12/2021;;;
18383001700152;0383059U;CHAMBRE COMMERCE ET INDUSTRIE GRENOBLE;GROUPE FORMATION-CCI FORMATION-CFA IMT-ISCO;8238P001138;actif;inconnue;7 Rue Hoche 38000 Grenoble;Grenoble;Auvergne-Rhône-Alpes;Oui;cci;cci;4;;17/12/2021;;;
18360001400108;0371783M;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE L'INDRE;CENTRE DE FORMATION-CFSA CAMPUS CENTRE;2436P000136;actif;inconnue;7 Rue Joseph Cugnot 37300 Joué-lès-Tours;Orléans-Tours;Centre-Val de Loire;Oui;cci;cci;6;;17/12/2021;;;
41055004000019;0030124U;INSTDE FORMATINTERPROFESSIONNEL ALLIER;;83030299303;actif;responsable_formateur;11 Route de Paris 03000 Avermes;Clermont-Ferrand;Auvergne-Rhône-Alpes;Oui;cci|cma;cma;;1;17/12/2021;;;
18060001700339;0060862E;CHAMB COMMERC INDUSTRIE NICE COTE D'AZUR;INST FORMATION PHARMACIE SANTE-IFPS;9306P001706;actif;inconnue;Boulevard Point du Jour 06700 Saint-Laurent-du-Var;Nice;Provence-Alpes-Côte d'Azur;Oui;cci;cci;1;;17/12/2021;;;
89079142900032;;PURPLE CAMPUS;;76341086134;actif;formateur;417 Rue Georges Besse 30000 Nîmes;Montpellier;Occitanie;Oui;cci;cci;17;1;03/01/2022;0301819P;;
89079142900206;0460706T;PURPLE CAMPUS;;76341086134;actif;formateur;94 Rue Hautesserre 46000 Cahors;Toulouse;Occitanie;Oui;cci;cci;18;2;03/01/2022;0460706T;;
13001727000674;0781023N;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;L'EA ECOLES DES ECO-ACTIVITES CAMPUS JOUY EN JOSAS;11753201275;actif;inconnue;Chemin de l’Orme Rond 78350 Jouy-en-Josas;Versailles;Île-de-France;Oui;cci;cci;27;;09/09/2022;0780851B;;
18710003700022;;CHAMBRE DE COMMERCE ET D INDUSTRIE DE SAONE ET LOIRE;ESPACE EMPLOI FORMATION;;actif;formateur;73 Place Gérard Genevès 71000 Mâcon;Dijon;Bourgogne-Franche-Comté;Non;cci;cci;4;1;25/01/2022;0711317W;;
18710003700097;;CHAMBRE DE COMMERCE ET D INDUSTRIE DE SAONE ET LOIRE;MEDIAPOLE;;actif;formateur;1 Avenue de Verdun 71100 Chalon-sur-Saône;Dijon;Bourgogne-Franche-Comté;Non;cci;cci;4;1;25/01/2022;;;
13002948100012;;CHAMBRE DE COMMERCE ET D INDUSTRIE METROPOLE DE BOURGOGNE;;27210429021;actif;inconnue;2 Avenue de Marbotte 21000 Dijon;Dijon;Bourgogne-Franche-Comté;Oui;cci;cci;1;;25/01/2022;;;
13002245200010;;CHAMBRE DE COMMERCE ET D INDUSTRIE TERRITORIALE DE LA CHARENTE;;75160091116;actif;formateur;27 Place Bouillaud 16000 Angoulême;Poitiers;Nouvelle-Aquitaine;Oui;cci;cci;2;1;25/01/2022;;;
13001400400019;;CHAMBRE DE COMMERCE ET D INDUSTRIE DE L ARDECHE;;82070078607;actif;inconnue;140 Chemin de Saint Clair 07000 Privas;Grenoble;Auvergne-Rhône-Alpes;Oui;cci;cci;1;;17/12/2021;;;
13001727000567;0754955D;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;LA FABRIQUE;11755599575;actif;inconnue;8 Avenue de la Porte de Champerret 75017 Paris;Paris;Île-de-France;Non;cci;cci;27;;17/12/2021;0754955D;;
13001727000302;0782090Y;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;ISIPCA;11788339878;actif;responsable_formateur;36 Rue du Parc de Clagny 78000 Versailles;Versailles;Île-de-France;Non;cci;cci;27;;17/12/2021;0782090Y;;
13001727000369;;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;GESCIA PIERRE SALVI;11950616995;actif;inconnue;4 Place du Cardinal Mercier 95880 Enghien-les-Bains;Versailles;Île-de-France;Non;cci;cci;27;;17/12/2021;0951721E;;
18130001300214;;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PROVENCE-ALPES-COTE D AZUR;CAMPUS;;actif;inconnue;Allée des Fenaisons 84000 Avignon;Aix-Marseille;Provence-Alpes-Côte d'Azur;Non;cci;cci;3;;17/12/2021;0840709P;;
13001727000575;0782058N;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;ESSYM;11788339578;actif;responsable_formateur;44 Rue Raymond Patenôtre 78120 Rambouillet;Versailles;Île-de-France;Non;cci;cci;27;;17/12/2021;0782058N;;
13001727000088;;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;GOBELINS L'ECOLE DE L'IMAGE;11755600375;actif;inconnue;73 Boulevard Saint-Marcel 75013 Paris;Paris;Île-de-France;Non;cci;cci;27;;17/12/2021;0754969U;;
18710003700048;;CHAMBRE DE COMMERCE ET D INDUSTRIE DE SAONE ET LOIRE;CENTRE FORMATION AUTOMOBILE;;actif;responsable_formateur;288 Rue Claude Bernard 71000 Mâcon;Dijon;Bourgogne-Franche-Comté;Non;cci;cci;3;;17/12/2021;0711317W;;
13001727000336;;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;CENTRE ADOLPHE CHAUVIN;11753201275;actif;inconnue;22 Rue des Beaux Soleils 95520 Osny;Versailles;Île-de-France;Oui;cci;cci;27;;17/12/2021;0951286G;;
18760004400049;;CHAMBRE DE COMMERCE ET D INDUSTRIE DU HAVRE;CCI FORMATION;;fermé;inconnue;Avenue Pierre Mendès France 76290 Montivilliers;Normandie;Normandie;Non;cci;cci;;;17/12/2021;0762498C;;
18542200300177;;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION LORRAINE;CCI 54 LAXOU;;fermé;inconnue;3 Rue du Mouzon 54520 Laxou;Nancy-Metz;Grand Est;Non;cci;cci;;;17/12/2021;0542483F;;
13001314700058;;CHAMBRE DE COMMERCE ET D INDUSTRIE DE SAINT MALO - FOUGERES;CENTRE FORMATION APPRENTIS;;fermé;inconnue;17 Rue de Siochan 35430 Saint-Jouan-des-Guérets;Rennes;Bretagne;Non;cci;cci;;;17/12/2021;0351883G;;
13002245200044;;CHAMBRE DE COMMERCE ET D INDUSTRIE TERRITORIALE DE LA CHARENTE;CHARENTE BUSINESS SCHOOL (CBS);75160091116;actif;inconnue;Zone industrielle 3 16340 L'Isle-d'Espagnac;Poitiers;Nouvelle-Aquitaine;Oui;cci;cci;2;;17/12/2021;0161122H;;
13001727000740;;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;ESSYM ANTENNE GENNEVILLIERS;11753201275;actif;inconnue;40 Avenue Marcel Paul 92230 Gennevilliers;Versailles;Île-de-France;Oui;cci;cci;27;;17/12/2021;0922786D;;
13001727000757;;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;ESSYM ANTENNE MONTIGNY LE BRETONNEUX;11753201275;actif;inconnue;7 Avenue des 3 Peuples 78180 Montigny-le-Bretonneux;Versailles;Île-de-France;Oui;cci;cci;27;;17/12/2021;0783697V;;
13001727000617;;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;ANTENNE DE CFA FERRANDI PARIS CAMPUS JOUY EN JOSAS;11753201275;actif;inconnue;Chemin de l’Orme Rond 78350 Jouy-en-Josas;Versailles;Île-de-France;Oui;cci;cci;27;;17/12/2021;0783662G;;
13001727000716;;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;SUP DE VENTE;11753201275;actif;inconnue;8 Avenue de la Porte de Champerret 75017 Paris;Paris;Île-de-France;Oui;cci;cci;27;;17/12/2021;0756148A;;
13001727000724;;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;GOBELINS - SITE PARIS GAMBETTA;11753201275;actif;inconnue;247 Avenue Gambetta 75020 Paris;Paris;Île-de-France;Oui;cci;cci;28;;17/12/2021;0755900F;;
13001727000658;0752325V;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;L'EA ECOLES ECO-ACTIVITES CAMPUS PARIS GAMBETTA;11753201275;actif;responsable_formateur;247 Avenue Gambetta 75020 Paris;Paris;Île-de-France;Oui;cci;cci;27;;17/12/2021;0752325V;;
18130001300156;0060918R;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PROVENCE-ALPES-COTE D AZUR;INSTITUT FORMATION AUTOMOBILE;;actif;inconnue;45 Avenue Valéry Giscard d'Estaing 06200 Nice;Nice;Provence-Alpes-Côte d'Azur;Non;cci;cci;3;;17/12/2021;0060918R;;
18130001300230;;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PROVENCE-ALPES-COTE D AZUR;CENTRE REGIONAL ET EUROPEEN DU TOURISME;;actif;inconnue;36 Avenue de la République 05100 Briançon;Aix-Marseille;Provence-Alpes-Côte d'Azur;Non;cci;cci;3;;17/12/2021;0050666X;;
79026100000000;0342314F;GROUPE SUP DE CO MONTPELLIER;;91340783934;actif;inconnue;2300 Avenue des Moulins 34080 Montpellier;Montpellier;Occitanie;Oui;;cci;;;25/01/2022;0340137P;0341817R;0342314F
